Name,Year,Genres
Frosty the Snowman,1969,Family; Animation; TV Movie
The Love Bug,1968,Comedy; Family; Fantasy
2001: A Space Odyssey,1968,Science Fiction; Mystery; Adventure
The Jungle Book,1967,Family; Animation; Adventure
"The Good, the Bad and the Ugly",1966,Western
How the Grinch Stole Christmas!,1966,Animation; Family; Comedy
A Charlie Brown Christmas,1965,Animation; Family; Comedy; TV Movie
That Darn Cat!,1965,Family; Comedy; Crime
Mary Poppins,1964,Comedy; Family; Fantasy
Rudolph the Red-Nosed Reindeer,1964,Animation; Family; TV Movie; Adventure
Goldfinger,1964,Adventure; Action; Thriller
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy; War
The Sword in the Stone,1963,Animation; Family; Fantasy
The Birds,1963,Horror; Thriller
One Hundred and One Dalmatians,1961,Adventure; Animation; Comedy; Family
Swiss Family Robinson,1960,Adventure; Family
Darby O'Gill and the Little People,1959,Adventure; Family; Fantasy; Romance
Sleeping Beauty,1959,Fantasy; Animation; Romance; Family
Old Yeller,1957,Adventure; Drama; Family; Western
12 Angry Men,1957,Drama
1984,1956,Drama; Science Fiction
Lady and the Tramp,1955,Family; Animation; Romance
"20,000 Leagues Under the Sea",1954,Adventure; Science Fiction; Family
Peter Pan,1953,Animation; Family; Adventure; Fantasy
Alice in Wonderland,1951,Animation; Family; Fantasy; Adventure
Cinderella,1950,Family; Fantasy; Animation; Romance
The Adventures of Ichabod and Mr. Toad,1949,Horror; Fantasy; Animation; Family
Melody Time,1948,Animation; Music; Family
Fun and Fancy Free,1947,Animation; Music
Miracle on 34th Street,1947,Comedy; Drama; Family
It's a Wonderful Life,1946,Drama; Family; Fantasy
Song of the South,1946,Family; Animation
Make Mine Music,1946,Animation; Music; Family
The Three Caballeros,1944,Animation; Family; Music
Victory Through Air Power,1943,Animation; War; Documentary
Saludos Amigos,1942,Animation; Adventure; Music
Bambi,1942,Animation; Drama; Family
Dumbo,1941,Animation; Family
The Reluctant Dragon,1941,Animation; Family; Comedy
Citizen Kane,1941,Mystery; Drama
Fantasia,1940,Animation; Family; Fantasy
Pinocchio,1940,Animation; Family; Fantasy
The Wizard of Oz,1939,Adventure; Fantasy; Family
Snow White and the Seven Dwarfs,1938,Fantasy; Animation; Family
